stop_lat,zone_id,stop_lon,stop_id,stop_name,location_type
53.2480439849,,-6.12315403365,8250DB007556,Abberley,0
53.2284710498,,-6.18549879966,8250DB004086,"Dún Laoghaire-Rathdown, Garden Centre",0
53.3903858903,,-6.27834923697,8220DB000131,"Glasnevin North, Glasnevin Avenue (Beneavin Drive)",0
53.2890402901,,-6.33948636763,8230DB002554,"Tallaght, Glenview Park",0
53.3629069059,,-6.3026421421,8220DB001806,"Cabra, Navan Road",0
53.3316839465,,-6.294557992,8220DB003952,"Dolphins Barn, Crumlin Road",0
53.3256502919,,-6.20733447201,8220DB000378,"Sandymount, Sandymount Tower",0
53.2980278369,,-6.21141728353,8250DB002080,"Mount Merrion, North Avenue (Greenfield Road)",0
53.3033302224,,-6.20957512023,8250DB002083,"Belfield, Fosters Avenue (Stillorgan Road)",0
53.3431789303,,-6.3153808357,8220DB007435,"Islandbridge, Memorial Gardens gate",0
53.3055267569,,-6.21159902044,8250DB002084,"Belfield, Seafiled Road",0
53.379867681,,-6.28006636466,8220DB007430,Griffith Avenue Extension,0
53.3797291454,,-6.27918507843,8220DB007431,Griffith Avenue Extension,0
53.3386127807,,-6.22305458253,8220DB000371,"Irishtown (Dublin City), Irishtown Gospel Hall",0
53.335423477,,-6.21953823533,8220DB000372,"Sandymount, Star Of The Sea Church",0
53.3342753313,,-6.2178892726,8220DB000373,"Sandymount, Farney Park",0
53.3331662349,,-6.21644898414,8220DB000374,"Sandymount, Sandymount Road",0
53.3340611347,,-6.21438451306,8220DB000375,"Sandymount, Seafort Avenue",0
53.3307125262,,-6.20925426462,8220DB000376,"Sandymount, Strand Road (Lea Road)",0
53.3287289292,,-6.20884189534,8220DB000377,"Sandymount, Strand Road (Gilford Road)",0
53.3585323776,,-6.2610035954,8220DB001175,"Dublin, Upper Gardiner Street",0
53.3561865815,,-6.25854512541,8220DB001174,"Summerhill (Dublin City), Mountjoy Square Park",0
53.4008973631,,-6.22525748281,8220DB001177,"Priorswood, Sports Grounds (Opposite)",0
53.3993550471,,-6.22187780325,8220DB001176,"Priorswood, Sports Grounds",0
53.350317687,,-6.25426294906,8220DB001171,"Dublin, Lower Gardiner Street",0
53.3216895475,,-6.26652524879,8220DB001170,"Rathmines, Rathgar Road (Lower Rathmines Road)",0
53.3537055684,,-6.25667832329,8220DB001173,"Summerhill (Dublin City), Gardiner Street Lower",0
53.3517433498,,-6.25525621733,8220DB001172,"Summerhill (Dublin City), Lower Gardiner Street",0
53.320654845,,-6.21405869627,8220DB004455,"Ballsbridge, Ailesbury Road",0
53.3399144045,,-6.2656959573,8220DB004456,"Dublin City South, Aungier Street Church",0
53.3999311496,,-6.2189211831,8220DB001179,"Priorswood, Clonsaugh Und.Est, Business Park",0
53.4034534097,,-6.21884924283,8220DB001178,"Priorswood, Business Park",0
53.3734481351,,-6.31139092373,8220DB004525,"Cabra, Ashington Park",0
53.3716760973,,-6.31574422817,8220DB004524,"Cabra, Priory Estate",0
53.2938237203,,-6.15436137447,8250DB003040,"Monkstown, Monkstown Church",0
53.3721188871,,-6.3152758886,8220DB004526,"Cabra, Priory Estate",0
53.3443010559,,-6.26017105109,8220DB004521,College Green,0
53.2901702911,,-6.13101303929,8250DB003047,"Dun Laoghaire, Upper George's Street",0
53.3691463222,,-6.31736185525,8220DB004523,"Cabra, Kinvara Avenue",0
53.344262489,,-6.26060817988,8220DB004522,College Green,0
53.2918610635,,-6.20120426308,8250DB002067,"Stillorgan, Old Stillorgan Road (Woodlands Ave)",0
53.2900383027,,-6.19954080947,8250DB002066,"Stillorgan, Shopping Centre",0
53.2847992149,,-6.19485659045,8250DB002065,"Stillorgan, Stillorgan Road",0
53.2827256392,,-6.19384916124,8250DB002064,"Galloping Green, Stillorgan Road",0
53.2802940138,,-6.18997751901,8250DB002063,"Galloping Green, Galloping Green",0
53.3288960789,,-6.26453649021,8220DB004528,"Kelly's Corner, Lower Rathmines Road",0
53.2757586019,,-6.18018224994,8250DB002061,"Foxrock, Knocksinna Estate",0
53.2739549357,,-6.17508567923,8250DB002060,"Cornelscourt, Springfield Park",0
53.3974366928,,-6.1460000377,8240DB005156,"Baldoyle, Tom Walsh Motors",0
53.2210116064,,-6.22554603607,8250DB003510,"Glencullen, Granite Cottages",0
53.3550406496,,-6.26997931104,8220DB000194,"Phibsborough, Saint Dominic's Youth Club",0
53.3550117779,,-6.27357097973,8220DB000195,"Phibsborough, Constitution Hill",0
53.3568838993,,-6.27375070407,8220DB000196,"Phibsborough, Broadstone Depot",0
53.3589526316,,-6.27323137351,8220DB000197,Phibsboro Road (Monck Place),0
53.3551257304,,-6.27337107401,8220DB000190,"Phibsborough, Broadstone Depot",0
53.3550768545,,-6.26937692305,8220DB000191,"Phibsborough, Youth Club",0
53.3563972112,,-6.26807646964,8220DB000192,"Phibsborough, Mountjoy Street",0
53.391196306,,-6.29410403487,8220DB000193,"Finglas, McKee Road",0
53.3378140535,,-6.24133351089,8220DB000491,"Dublin City South, Lower Mount Street",0
53.3616253829,,-6.27283781042,8220DB000198,"Phibsborough, Phibsboro Shopping Centre",0
53.3636218115,,-6.27229124623,8220DB000199,"Phibsborough, Phibsboro Road",0
53.3795883576,,-6.24666219274,8220DB000204,"Whitehall, Highfield Hospital",0
53.3813753269,,-6.24532604699,8220DB000205,"Whitehall (Dublin City), Swords Road",0
53.383546089,,-6.24747670792,8220DB000206,"Whitehall, Collins Avenue West ( Larkhill Road)",0
53.3848216307,,-6.24987478277,8220DB000207,"Whitehall, Larkhill Road",0
53.3674226926,,-6.27159644394,8220DB000200,"Glasnevin, Prospect Way",0
53.3682910987,,-6.27011862691,8220DB000201,"Glasnevin, Botanic Road",0
53.3700800875,,-6.26890397753,8220DB000202,"Glasnevin, Fairfield Road",0
53.3763927937,,-6.25001002811,8220DB000203,"Drumcondra, Whitehall Garda Station",0
53.3336716542,,-6.24446202003,8220DB000752,"Dublin City South, Upper Baggot Street",0
53.3324533903,,-6.24352105457,8220DB000753,"Dublin City South, Saint Martins House",0
53.3365710801,,-6.24848750327,8220DB000750,"Dublin City South, Lower Baggot Street",0
53.3353205479,,-6.24657163553,8220DB000751,"Dublin City South, Baggot Street Lower",0
53.3866539303,,-6.24795040816,8220DB000208,"Whitehall, Glendun Road",0
53.3872711105,,-6.24591044728,8220DB000209,"Whitehall, Glentow Estate",0
53.3307837824,,-6.24428032727,8220DB000754,"Dublin City South, Waterloo Road (Burlington Road)",0
53.3288280457,,-6.24514136799,8220DB000755,"Dublin City South, Waterloo Road (Wellington Lane)",0
53.2159235278,,-6.11943740757,8250DB004128,"Dún Laoghaire-Rathdown, Woodbrook Golf Club",0
53.2901329566,,-6.1927266474,8250DB007584,"Stillorgan, Stillorgan Park",0
53.3366266303,,-6.23882954772,8220DB000490,"Beggar'S Bush, Northumberland Road",0
53.2202060548,,-6.18165495887,8250DB004121,"Dún Laoghaire-Rathdown, The Scalp Wood",0
53.2233900015,,-6.1817896435,8250DB004122,"Dún Laoghaire-Rathdown, Kilternan Sports Hotel",0
53.228864139,,-6.18593154581,8250DB004123,"Dún Laoghaire-Rathdown, Garden Centre",0
53.2278303201,,-6.12438284586,8250DB004124,"Shankill, Claremount Estate",0
53.2234316454,,-6.12360158016,8250DB004125,"Dún Laoghaire-Rathdown, Shanganagh Castle",0
53.2221831727,,-6.12194881113,8250DB004126,"Dún Laoghaire-Rathdown, Shanganagh Cemetery",0
53.2187787042,,-6.11980650873,8250DB004127,"Dún Laoghaire-Rathdown, Crinken Church",0
53.2961663198,,-6.32140231153,8230DB004865,"Templeogue, Rossmore Drive",0
53.2974519836,,-6.3201516759,8230DB004864,"Templeogue, Rossmore Road (The Watercourse)",0
53.2993030413,,-6.31947888919,8230DB004863,"Templeogue, Orwell Road",0
53.2992050721,,-6.31954274922,8230DB004862,"Templeogue, Orwell Road",0
53.2966392602,,-6.32115872831,8230DB004861,"Templeogue, Rossmore Road",0
53.2934427094,,-6.29729701193,8230DB001135,"Rathfarnham, Marian Road",0
53.3061612403,,-6.28352579644,8220DB007293,"Terenure, Rathfarnham Road",0
53.2791145417,,-6.31875650654,8230DB004869,"Knocklyon, Orlagh Park",0
53.397702597,,-6.22922517486,8220DB000993,"Kilmore, Auldan Grange Estate",0
53.346887787,,-6.49466187992,8230DB003896,"Lucan, Department of Agricultutre and Forestry",0
53.348775181,,-6.4903896827,8230DB003895,"Leixlip, Weston Airport",0
53.3780271155,,-6.26159214989,8220DB00089,"Whitehall (Dublin City), Griffith Avenue (Lambay Road)",0
53.3561401852,,-6.47515149978,8230DB003892,"Leixlip, Weston Estate",0
53.3519418728,,-6.46316398659,8230DB003891,"Lucan, Woodview Heights",0
53.3506892844,,-6.46430558673,8230DB003890,"Lucan, Dodsboro Road",0
53.3044518784,,-6.32577390731,8230DB001109,"Greenhills, Limekiln Road (Mountdown Park)",0
53.304568965,,-6.32899543641,8230DB001108,"Greenhills, Saint Peter's School",0
53.3329152787,,-6.25109981411,8220DB007340,"Dublin City South, Wilton Terrace",0
53.3043892748,,-6.3264365813,8230DB001102,"Greenhills, Limekiln Park",0
53.3047228782,,-6.32267222776,8230DB001101,"Greenhills, Limekiln Road",0
53.3525081388,,-6.26393782901,8220DB007615,"Rotunda, Rotunda Hospital",0
53.304432548,,-6.33209181608,8230DB001107,"Greenhills, Limekiln Road (Limekiln Ave)",0
53.30711319,,-6.33417820329,8230DB001105,"Greenhills, Greenhills College",0
53.3473413119,,-6.23645024948,8220DB007611,Irish Rail Building North Wall Quay,0
53.312646524,,-6.33201169837,8230DB002454,"Greenhills, Saint James's Road (St.Conleth's Rd)",0
53.3116408002,,-6.33722854435,8230DB002455,"Greenhills, St.James's Rd (St.Brenda's Crescent)",0
53.3100298902,,-6.33966226963,8230DB002456,"Greenhills, St. James's Road (St. Killian's Ave)",0
53.3072797684,,-6.33709790671,8230DB002457,"Greenhills, St.James's Road (Limekiln Avenue)",0
53.3506233915,,-6.26042429163,8220DB000270,"Dublin, Upper O'Connell Street",0
53.2527138195,,-6.1429728179,8250DB003132,"Ballybrack, Shanganagh Vale",0
53.2503894673,,-6.14090044043,8250DB003133,"Ballybrack, Garrison Mews",0
53.2586036442,,-6.14601531773,8250DB003130,"Ballybrack, Bray Road (opp Kilbogget Park)",0
53.2555169986,,-6.14520455605,8250DB003131,"Ballybrack, Bray Road (opp Kilbogget Park)",0
53.3071911911,,-6.33719138565,8230DB002458,"Greenhills, St.James's Road (Limekiln Avenue)",0
53.3103595542,,-6.33945438231,8230DB002459,"Greenhills, St. James's Road (St. Killian's Ave)",0
53.2469068045,,-6.13603133529,8250DB003134,"Loughlinstown, Bray Road",0
53.315011248,,-6.38165853229,8230DB002109,"Tallaght, Knockmeenagh Lane",0
53.2890805752,,-6.28268067902,8230DB001323,"Rathfarnham, Grange Road (St. Edna's Drive)",0
53.2907131008,,-6.28245018884,8230DB001322,"Rathfarnham, Grange Park Estate",0
53.292461972,,-6.28218500903,8230DB001321,"Rathfarnham, Loretto Convent",0
53.2944654209,,-6.28087446913,8230DB001320,"Rathfarnham, Grange Road (Nutgrove Avenue)",0
53.2911907098,,-6.28253603139,8230DB001327,Grange Road (Tara Hill Road),0
53.2888051255,,-6.28290172384,8230DB001326,"Rathfarnham, Grange Road (St. Edna's Drive)",0
53.2865329953,,-6.28240788418,8230DB001325,"Rathfarnham, Grange Road (Sarah Curran Avenue)",0
53.2872489119,,-6.28281414193,8230DB001324,"Rathfarnham, Grange Road (Sarah Curran Avenue)",0
53.5216226873,,-6.14581406429,8240DB003768,"Lusk, Outside Train Station",0
53.5205021552,,-6.13848798707,8240DB003769,"Rush, Lusk Road (Bishop Land)",0
53.2949669229,,-6.28199447213,8230DB001329,"Rathfarnham, Saint Mary's Boys School",0
53.2922038417,,-6.28236037733,8230DB001328,"Rathfarnham, Loretto Convent",0
53.3875618068,,-6.37899788576,8240DB001814,"Blanchardstown, Main Street Blanchardstown (Ramor Park)",0
53.3930899835,,-6.37838182082,8240DB001816,"Corduff (Fingal), Roundabout Waterville Row",0
53.3960529762,,-6.37485570843,8240DB001817,"Corduff, Corduff Estate (Corduff Crescent)",0
53.3073714176,,-6.28080613466,8220DB002918,"Terenure, Bushy Park Road",0
53.3856797487,,-6.37410831308,8240DB001813,"Blanchardstown, Blanchardstown Village (near junction River Road)",0
53.3076372916,,-6.27494297474,8220DB002916,"Rathgar, Victoria Road",0
53.3074870178,,-6.27760514892,8220DB002917,"Terenure, Meadowbank Estate",0
53.3109551921,,-6.27378867434,8220DB002914,"Rathgar, Stratford Estate",0
53.3094079625,,-6.27370103426,8220DB002915,"Rathgar, Zion Road",0
53.3446304775,,-6.26736693757,8220DB002912,"Temple Bar, Parliament Street",0
53.3996329875,,-6.37440346608,8240DB001819,"Corduff, Corduff Estate (Blackcourt Avenue)",0
53.3410659894,,-6.37164626601,8220DB002910,"Ballyfermot, Spiddal Road",0
53.3387440733,,-6.37340162943,8220DB002911,"Parkwest, Cherry Orchard Park",0
53.3819405573,,-6.09742584802,8240DB000720,"Sutton, Duncarraig",0
53.2933804602,,-6.42282928585,8230DB005022,"Citywest, Lake Drive",0
53.2757020483,,-6.37339729412,8230DB005023,"Oldbawn, Cushlawn Avenue",0
53.2707272089,,-6.37109730091,8230DB005024,"Oldbawn, Kiltipper Way",0
53.3476991984,,-6.40559441372,8230DB004689,"Ronanstown, Glenfield Estate",0
53.3504093402,,-6.40460702189,8230DB004688,"Ronanstown, Fonthill Road",0
53.3517785078,,-6.23503525982,8220DB002260,"East Wall, Church Road",0
53.3526385466,,-6.23241589369,8220DB002261,"East Wall, Church Court Estate",0
53.3535229015,,-6.22659560204,8220DB002262,"East Wall, Merchants Road",0
53.3511356463,,-6.22260879583,8220DB002264,"Tolka Quay, Dublin Graving Docks",0
53.3510497763,,-6.2198633919,8220DB002265,"Tolka Quay, Alexandra Road (Branch Road)",0
53.3008676112,,-6.3530260684,8230DB002370,"Kilnamanagh, Greenhills Road (Park View)",0
53.3503077647,,-6.20334062782,8220DB002269,"Tolka Quay, Breakwater Road South",0
53.2735579992,,-6.25974678565,8250DB005051,"Ballinteer, Brehon Field Road",0
53.3557135565,,-6.39198489792,8230DB002213,"Palmerston, Liffey Valley",0
53.3523918339,,-6.37831989512,8230DB002210,"Palmerston, Palmerstown Cemetery",0
53.3539587776,,-6.37457991504,8230DB002211,"Palmerston, Palmerstown Avenue",0
53.3588652801,,-6.41594982438,8230DB002216,"Ballyowen, Lucan Road",0
53.3319362078,,-6.29774608888,8220DB007438,"Dolphins Barn, Herberton Road",0
53.3560900353,,-6.39993297587,8230DB002214,"Liffey Valley, Clarion Hotel",0
53.3583092495,,-6.409284829,8230DB002215,"Ballyowen, Saint Loman's Hospital",0
53.3596765184,,-6.43246150996,8230DB002218,"Ballyowen, Lucan Road (Roselawn Estate)",0
53.3323622619,,-6.29799939235,8220DB007439,"Drimnagh, Herberton Drive",0
53.3215211329,,-6.42278237828,8230DB002374,"Nangor, Deansrath (New Nangor Road)",0
53.3869626487,,-6.2010304891,8220DB001200,"Coolock, Chanel College",0
53.3577604434,,-6.40520380497,8230DB002238,"Palmerstown, Slip Road at Liffey Valley",0
53.3672002386,,-6.29549881401,8220DB000074,"Cabra, Faussagh Avenue (Church)",0
53.2945128459,,-6.28729330624,8230DB002946,"Rathfarnham, Willbrook Road (near Whitechurch Road)",0
53.2832055706,,-6.38452544863,8230DB002351,"Tallaght, Maplewood Estate",0
53.4059486027,,-6.29179911788,8220DB006361,"Poppintree, Jamestown Road",0
53.2943399277,,-6.23111875106,8250DB003017,"Goatstown, Goatstown Road (Farmhill Road)",0
53.4061452137,,-6.28795578802,8220DB006363,"Poppintree, Hampton Wood",0
53.4065006333,,-6.2895509138,8220DB006362,"Poppintree, Mayeston Hall",0
53.3434635063,,-6.36819070772,8220DB002688,"Ballyfermot, Ballyfermot Road (Blackditch Road)",0
53.3604500535,,-6.30811869453,8220DB004458,"Cabra, Blackhorse Avenue (Skreen Road)",0
53.4467824882,,-6.22835845053,8240DB003676,"Rathingle, Dublin Road (Boroimhe)",0
53.1556168761,,-6.08264185061,8350DB004297,"County Wicklow, Redford Bridge",0
53.1523834447,,-6.08167945652,8350DB004296,"Greystones, Rathdown Road (Blacklion Manor)",0
53.1496545886,,-6.07967798315,8350DB004295,"Greystones, Redford Park",0
53.3206542345,,-6.30645117636,8220DB002466,"Crumlin, Scoil Colm",0
53.3192341834,,-6.30392562806,8220DB002467,"Crumlin, Health Centre",0
53.162910137,,-6.08565196763,8350DB004299,"County Wicklow, Greystones Road (Windgate)",0
53.3199884646,,-6.30893928264,8220DB002465,"Crumlin, Armagh Road (Captain's Road)",0
53.3138231907,,-6.33002973232,8220DB002462,St.James's Road (St.Peter's Road),0
53.3153044515,,-6.33118762433,8220DB002463,"Walkinstown, Saint Peter's Road (Walkinstown Roundabout)",0
53.3561172011,,-6.39192463177,8230DB002239,"Liffey Valley, Kings Hospital",0
53.3429828349,,-6.36328297232,8220DB002668,"Ballyfermot, Community Centre",0
53.3415562318,,-6.40797119001,8230DB002679,Fonthill Road - Foxdene,0
53.335601199,,-6.36506724567,8220DB002664,"Parkwest, Cherry Orchard Avenue",0
53.3358803626,,-6.36052171093,8220DB002665,"Parkwest, Cherry Orchard Avenue",0
53.3377901756,,-6.36083888659,8220DB002666,"Parkwest, Raheen Park",0
53.3406976283,,-6.36180864779,8220DB002667,"Ballyfermot, Clifden Road",0
53.3357750383,,-6.36070594348,8220DB002660,"Parkwest, Cherry Orchard Avenue",0
53.3354860617,,-6.36519177725,8220DB002661,"Parkwest, Cherry Orchard Avenue",0
53.3367935227,,-6.37009717708,8220DB002662,"Parkwest, Cherry Orchard Avenue (Croftwood)",0
53.3369139961,,-6.37036287856,8220DB002663,"Parkwest, Cherry Orchard Avenue (Croftwood)",0
53.3259341623,,-6.2076828802,8220DB004451,"Sandymount, Strand Road #2",0
53.3466504127,,-6.42271101698,8230DB004631,"Ballyowen, Castle Road",0
53.4049085016,,-6.34105328076,8240DB007738,"The Grange (Dublin), Cappagh Road",0
53.361021251,,-6.28079550562,8220DB000079,"Cabra East, Cabra Road (Charleville Road)",0
53.3611492152,,-6.28406583527,8220DB000078,"Cabra East, Cabra Road (near Annamoe Terrace)",0
53.2950549316,,-6.14623708346,8250DB003042,"Dun Laoghaire, De Vesci Terrace",0
53.1842399038,,-6.11608068008,8350DB004589,"Bray, Bray Business Park",0
53.3436961918,,-6.55047793867,8260DB007565,"Celbridge, Clane Road",0
53.3173622122,,-6.40337840333,8230DB002170,"Clondalkin, Saint John's Road West",0
53.319652617,,-6.46000157281,8230DB003413,"Nangor, Baldonnell Road",0
53.3196559447,,-6.46165257261,8230DB003412,"Newcastle (South Dublin), Peamount Road (Nangor Road)",0
53.3956965209,,-6.22487242585,8220DB005061,"Kilmore, Dundaniel Road",0
53.3069450475,,-6.37278002992,8230DB007177,"Tallaght, Tynan Hall Park",0
53.3183422522,,-6.43528267672,8230DB003417,"Nangor, Grangecastle Golf Club",0
53.3181532732,,-6.44144356583,8230DB003416,"Nangor, Kilcarberry Park",0
53.3185414486,,-6.44501676829,8230DB003415,"Nangor, Grange Castle Golf Course",0
53.320081336,,-6.4507697875,8230DB003414,"Clondalkin, Ballybane Pitch and Putt",0
53.348890153,,-6.25682977424,8220DB007591,"Dublin, National Lottery Head Quarters",0
53.3203785143,,-6.42405537921,8230DB003419,"Nangor, Castlegrange Square",0
53.3200332113,,-6.42717525248,8230DB003418,"Nangor, Castlegrange Green",0
53.3070277393,,-6.37291193847,8230DB007178,"Tallaght, Tynan Hall Avenue",0
53.3792415516,,-6.35422665928,8240DB001808,"Castleknock, Navan Road",0
53.3482560827,,-6.25587930322,8220DB000299,"Dublin, Liberty Hall",0
53.452687193,,-6.18345171238,8240DB004339,"Malahide, Estuary Road",0
53.3446150919,,-6.5062013421,8260DB003939,"Celbridge, Backweston Laboratory",0
53.1888733556,,-6.51561604212,8350DB004102,"County Wicklow, Veterinary Clinic",0
53.186883579,,-6.51822858687,8350DB004101,"County Wicklow, Blessington Road",0
53.1887361702,,-6.51542624488,8350DB004100,"County Wicklow, Veterinary Clinic",0
53.3844741413,,-6.29479375491,8220DB001538,"Finglas South, Finglas Road",0
53.2884360889,,-6.12703875626,8250DB003048,"Glasthule, Outside Train Station",0
53.2874061042,,-6.12441388362,8250DB003049,"Glasthule, Summerhill Road",0
53.2614258328,,-6.2197058447,8250DB005016,"Stepaside, Castlethorn Estate",0
53.2496931548,,-6.22191647217,8250DB003502,"Glencullen, Ballyedmonduff",0
53.3640975855,,-6.49665468508,8260DB004002,"Leixlip, Highfield Park",0
53.3544467335,,-6.50827613103,8260DB004003,"Leixlip, Alensgrove",0
53.3605396572,,-6.47831483261,8260DB004000,"Leixlip, Cooldrinagh Terrace",0
53.279024111,,-6.18685192522,8250DB002062,"Galloping Green, Rocwood Estate",0
53.338867215,,-6.30224552041,8220DB001369,"Kilmainham, South Circular Road (Mountshannon Road)",0
53.4547858681,,-6.21835781834,8240DB004330,"Swords, Pavilions Shopping Centre",0
53.4035024295,,-6.30241011305,8240DB006348,"Charlestown, Charlestown Centre",0
53.3319833878,,-6.27661827753,8220DB001360,"Leonard's Corner, South Circular Road (Clanbrassil St)",0
53.3312039604,,-6.27990787352,8220DB001362,"Leonard's Corner, National Stadium",0
53.3318459312,,-6.28516726502,8220DB001363,"Warrenmount, South Circular Road (Clogher Road)",0
53.3329015319,,-6.29045531304,8220DB001365,"Dolphins Barn, Dolphin's Barn Church",0
53.3351498677,,-6.2943145906,8220DB001366,"Rialto, Church Avenue South",0
53.3356393066,,-6.29648741555,8220DB001367,"Rialto, Rialto Parish Centre",0
53.4082421006,,-6.35789047221,8240DB007125,"Cloghran, Business Park",0
53.3420206114,,-6.51869684707,8260DB003936,"Celbridge, Ballyoulster Estate",0
53.4193454713,,-6.38249828064,8240DB001546,"Tyrrelstown, Bishop's Orchard Boulevard",0
53.4086679507,,-6.42894586872,8240DB003340,"Mulhuddart, Littlepace Estate",0
53.4543344905,,-6.21581682392,8240DB006117,Malahide Road (Pavilions),0
53.3906979652,,-6.43005883175,8240DB006110,"Blanchardstown, Allendale Square",0
